genesymbol,entrezgene,variant_name,variant_description,variant_groups,api_url,api_variant_id,chromosome,chr_start,chr_stop,refbase,altbase,refbuild,evidence_type,evidence_level,evidence_description,evidence_direction,clinical_significance,variant_origin,status,type,pubmed_id,pubmed_html_link,disease_name,disease_ontology_id,disease_url,drug_names,drug_interaction_type,rating
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,A: Validated,"On May 14, 2013, the U.S. Food and Drug Administration approved erlotinib (Tarceva) for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,24868098,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24868098' target='_blank'>Khozin et al., 2014, Oncologist</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Erlotinib,NA,5
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,A: Validated,"Afatinib, an irreversible inhibitor of the ErbB family of tyrosine kinases has been approved in the US for the first-line treatment of patients with metastatic non-small-cell lung cancer (NSCLC) who have tumours with EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by a US FDA-approved test",Supports,Sensitivity,Somatic Mutation,accepted,evidence,23982599,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23982599' target='_blank'>Dungo et al., 2013, Drugs</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Afatinib,NA,5
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,D: Preclinical evidence,Exon 19 deletion has been shown to be correlated with gefitinib response.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,16730237,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/16730237' target='_blank'>Ji et al., 2006, Cancer Cell</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Gefitinib,NA,4
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"90 NSCLC patients with stage IIIB/IV chemotherapy-resistant tumors were treated with gefitinib, and exon 19 deletion of EGFR was associated with longer time to treatment failure than those with wild-type EGFR (median 8.9 versus 2.1). In multivariate analysis, exon 19 deletion was a significant predictive factor for TTF (HR = 0.0320; P < .0001).",Supports,Sensitivity,Somatic Mutation,accepted,evidence,18509184,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/18509184' target='_blank'>Yang et al., 2008, J. Clin. Oncol.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Gefitinib,NA,3
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"In a phase 3 clinical trial of Korean, never-smoker, lung adenocarcinoma patients, a subset of patients with EGFR mutations (n=42) treated with gefitinib were associated with improved overall response rate compared to gemcitabine plus cisplatin treatment (84.6%, 22/26, vs. 37.5%, 6/16, P=0.002). By contrast, in EGFR mutation negative cases, the response rate was much lower (25.9%, 7/27). The frequency of mutation in exon 19 deletion and L858R was 64.3% (27/42) and 36.4% (16/42), respectively. Exon 19 and L858R mutations were mutually exclusive in this cohort.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,22370314,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/22370314' target='_blank'>Han et al., 2012, J. Clin. Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Gefitinib,NA,3
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"Non-small cell cancer patients from two studies [The ARCHER 1009 (NCT01360554) and A7471028 (NCT00769067)] with exon 19 deletion and L858R EGFR (Exon 21) mutations were pooled to compare the efficacy of dacomitinib to erlotinib. 121 patients with any EGFR mutation were enrolled, 101 had activating mutations in exon 19 or 21. Median progression-free survival and median survival were better following dacomitinib treatment (14.6 and 26.6 months, N=53) than erlotinib (9.6 and 23.2, P = 0.146 and P = 0.265, N=48). In exon 19 mutated patients (N=32 and 36) PFS was better for dacomitinib treated patients (HR of 0.585 [95% CI 0.335鈥?.024], two-sided log-rank, P = 0.058) but did not reach significance.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26768165,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26768165' target='_blank'>Ramalingam et al., 2016, Ann. Oncol.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,"Dacomitinib, Erlotinib",Substitutes,3
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,Afatinib is an irreversible covalent inhibitor of EGFR (second generation). This Phase III clinical trial (LUX-Lung 6; NCT01121393) was performed in Asian patients with EGFR mutant advanced NSCLC. 364 eligible patients with EGFR mutations were assigned to afatinib (n=242) or gemcitabine and cisplatin (n=122) treatment. The trial observed significantly longer median progression-free survival with afatinib vs. gemcitabine and cisplatin treatment (11.0 vs. 5.6 months). Afatinib/Chemotherapy group compositions: 51.2/50.8 % del 19; 38/37.7 % Leu858Arg; 10.8/11.5 % Uncommon.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,24439929,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24439929' target='_blank'>Wu et al., 2014, Lancet Oncol.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Afatinib,NA,4
EGFR,1956,EXON 19 DELETION,"Deletions within exon 19 of EGFR are most common in lung cancer. These deletions, in non-small cell lung cancer, have been shown to be sensitive to the EGFR tyrosine kinase inhibitors gefitinib, afatinib, and erlotinib. There is also data to suggest that this event is a good prognostic marker in lung adenocarcinoma.",NA,https://civic.genome.wustl.edu/api/variants/133,133,7,55242415,55242513,NA,NA,GRCh37,Predictive,B: Clinical evidence,"A randomized phase 3 trial involving 173 NSCLC patients with EGFR mutations (exon 19 deletion or L858R mutation in exon 21) with no history of chemotherapy for metastatic disease. Patients were randomly allocated (1:1) to receive either erlotinib or standard chemotherapy. The primary endpoint was progression-free survival (PFS). Median PFS was 9.7 months in the erlotinib group, compared with 5.2 months in the standard chemotherapy group.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,22285168,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/22285168' target='_blank'>Rosell et al., 2012, Lancet Oncol.</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Erlotinib,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"In an evaluation of a patient with crizotinib-sensitive lung adenocarcinoma, an MET-Amplification was identified using CGP.  The patient attained a reduction in the target lesions by 38.7%, and the patient maintained response for at least 5 months post-treatment.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,25922291,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25922291' target='_blank'>Le et al., 2015, Clin Lung Cancer</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Crizotinib,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"Case report of a patient with MET amplification without high-level MET/CEP7 ratio, MET exon 14 mutation or overexpression who achieved rapid response to crizotinib.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,26724472,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/26724472' target='_blank'>Zhang et al., 2016, J Thorac Oncol</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,Crizotinib,NA,2
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"In this study a gefitinib-sensitive cell-line (HCC827), acquired gefitinib resistance (HCC827 GR) by a focal amplification of MET.  Resistance was conferred by the MET amplification driving ERBB3 (HER3)-dependent activation of PI3K.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,17463250,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/17463250' target='_blank'>Engelman et al., 2007, Science</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Gefitinib,NA,4
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"A case-study describing a patient with MET polysomy, MET over-expression and evidence of autocrine HGF-production (the growth factor ligand of MET). The patient initially achieved a complete response on MET-Inhibitor MetMAb (Onartuzumab) for 2 years and mixed response after recurrence with resistance in some of the newly developing metastases.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,22389872,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/22389872' target='_blank'>Catenacci et al., 2011, Cancer Discov</a>",Gastric Adenocarcinoma,3717,http://www.disease-ontology.org/?id=DOID:3717,Onartuzumab,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"Functional studies show that MET activation confers resistance to anti-EGFR therapy both in vitro and in vivo. Notably, in patient-derived colorectal cancer xenografts, MET amplification correlated with resistance to EGFR blockade, which could be overcome by MET kinase inhibitors.",Supports,Resistance or Non-Response,Somatic Mutation,accepted,evidence,23729478,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23729478' target='_blank'>Bardelli et al., 2013, Cancer Discov</a>",Colorectal Cancer,9256,http://www.disease-ontology.org/?id=DOID:9256,Anti-EGFR Monoclonal Antibody,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"Case report of a patient with BRAF V600E mutant metastatic colorectal cancer. Combined EGFR and BRAF inhibition (panitumumab and vemurafenib) showed an initial partial response for 4 months. Re-biopsy at the time of progression showed a MET amplification and overexpression (IHC, ISH) but no secondary mutations in candidate resistance genes (EGFR, KRAS, NRAS, MAP2K1). MET amplification was also present in a subset of tumor cells in the pretreatment sample. MET amplification was also identified in 3/17 (18%) chemonaive BRAF V600E colorectal cancer tumor tissues.Overexpression of MET in a BRAF mutant CRC cell line (WiDr) confered resistance to combined vemurafenib and panitumumab. The addition of crizotinib to this combination restored sensitivity in vitro.The patient was started on combined vemurafenib and crizotinib in January 2016 and had a metabolic, clinical and tumor marker response that was ongoing at the time of publication (06/16) without significant toxicity.",Supports,Sensitivity,NA,accepted,evidence,27325282,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27325282' target='_blank'>Pietrantonio et al., 2016, Cancer Discov</a>",Colorectal Cancer,9256,http://www.disease-ontology.org/?id=DOID:9256,"Crizotinib, Vemurafenib",Combination,4
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"Functional studies show that MET activation confers resistance to anti-EGFR therapy both in vitro and in vivo. Notably, in patient-derived colorectal cancer xenografts, MET amplification correlated with resistance to EGFR blockade, which could be overcome by MET kinase inhibitors.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,23729478,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23729478' target='_blank'>Bardelli et al., 2013, Cancer Discov</a>",Colorectal Cancer,9256,http://www.disease-ontology.org/?id=DOID:9256,"Cetuximab, Crizotinib",Combination,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"155 patients with lung adenocarcinomas underwent rebiopsy and genotyping (EGFR, AKT1, BRAF, ERBB2, KRAS, MEK1, NRAS, PIK3CA and FISH for MET and HER2) after the development of acquired resistance to EGFR inhibitors (gefitinib or erlotinib). MET amplification was seen in 4 of 75 patients tested (no baseline samples available). One patient had small cell transformation and MET amplification, two patients had EGFR T790M mutation and MET amplification.",Supports,Resistance or Non-Response,NA,accepted,evidence,23470965,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23470965' target='_blank'>Yu et al., 2013, Clin. Cancer Res.</a>",Lung Adenocarcinoma,3910,http://www.disease-ontology.org/?id=DOID:3910,"Erlotinib, Gefitinib",Substitutes,2
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,A case-study of an ALK-negative patient with MET amplification (MET/CEP7 ratio >5.0) who achieved a durable partial response to MET/ALK-inhibitor crizotinib.,Supports,Sensitivity,Somatic Mutation,accepted,evidence,21623265,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21623265' target='_blank'>Ou et al., 2011, J Thorac Oncol</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Crizotinib,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"A 62 year old female was diagnosed with glioblastoma (GBM) WHO grade 4. Treatment included radiation, temozolomide and cediranib. MET amplification was found by FISH, and ALK and MET inhibitor crizotinib treatment was started. A 40% reduction in size of contrast enhancing lesion was seen. After 6 months, progressive disease was seen and crizotinib withdrawn. The authors state this is a first report of response to prospective MET targeted therapy in GBM.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,22162573,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/22162573' target='_blank'>Chi et al., 2012, J. Clin. Oncol.</a>",Glioblastoma Multiforme,3068,http://www.disease-ontology.org/?id=DOID:3068,Crizotinib,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"Case report of a 59-year-old white female patient (60 pack-years) with a CUP-syndrome. Molecular profiling identified both MET amplification (16 copies) and a KRAS G12V mutation. The patient was treated with crizotinib and experienced a complete normalization of tumor metabolic activity for more than 19 months. Other identified aberrations include CCND1 amplification (8 copies), MYC amplification (9 copies) as well as KRAS G12V, TP53 R273L and CARD11 N184S.",Supports,Sensitivity,NA,accepted,evidence,25232318,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/25232318' target='_blank'>Palma et al., 2014, Case Rep Oncol</a>",Cancer,162,http://www.disease-ontology.org/?id=DOID:162,Crizotinib,NA,3
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"2 MET amplified NSCLC cell lines (EBC-1 and H1993), as well as 2 EGFR mutant and 2 MET and EGFR wild type cell lines were treated with ALK and MET inhibitor crizotinib, and the MET amplified cells had IC50 100 fold lower than the non MET amplified cell lines. Both crizotinib treatment and siRNA against MET increased apoptotic markers in MET amplified cells but not controls, indicating that crizotinib targeting of amplified MET was inducing the apoptotic effects. Tumors caused by MET amplified EBC-1 cells injected into mice were significantly inhibited with crizotinib treatment, while tumors from non-MET amplified cells showed no substantial effect.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,21716144,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/21716144' target='_blank'>Tanizaki et al., 2011, J Thorac Oncol</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Crizotinib,NA,4
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,"Case report of a 73 year old patient with advanced squamous cell carcinoma of the lung that tested negative for EGFR, KRAS and PIK3CA mutations and ALK and ROS1 rearrangements. c-MET amplification was detected by FISH. Crizotinib led to a partial response.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,24192513,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/24192513' target='_blank'>Schwab et al., 2014, Lung Cancer</a>",Lung Squamous Cell Carcinoma,3907,http://www.disease-ontology.org/?id=DOID:3907,Crizotinib,NA,2
MET,4233,AMPLIFICATION,NA,NA,https://civic.genome.wustl.edu/api/variants/270,270,7,116312459,116436396,NA,NA,GRCh37,Predictive,C: Case study,Case report of two patients with MET amplification (MET:CEP7 ratio 鈮?) and no concomitant MET exon 14 deletion. A response to crizotinib was observed in both cases suggesting that MET amplification may predict response to this drug even in the absence of MET exon 14 mutations.,Supports,Sensitivity,NA,accepted,evidence,27664533,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27664533' target='_blank'>Caparica et al., 2017, J Thorac Oncol</a>",Non-small Cell Lung Carcinoma,3908,http://www.disease-ontology.org/?id=DOID:3908,Crizotinib,NA,2
SMAD4,4089,LOSS,NA,NA,https://civic.genome.wustl.edu/api/variants/564,564,18,48556583,48611409,NA,NA,GRCh37,Prognostic,B: Clinical evidence,"Study employed a rapid autopsy technique on a cohort of 76 patients with pancreatic cancer and explored the status of several genes. 63% (41/65) of carcinomas analyzed showed inactivation of SMAD4 (DPC4) via immunolabeling. Among the patterns of failure ""metastatic and locally destructive"", It was discovered that DPC4 loss was significantly associated with metastatic disease (p=.007).",Supports,Poor Outcome,Somatic Mutation,accepted,evidence,19273710,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/19273710' target='_blank'>Iacobuzio-Donahue et al., 2009, J. Clin. Oncol.</a>",Pancreatic Cancer,1793,http://www.disease-ontology.org/?id=DOID:1793,NA,NA,3
CDKN2B,1030,LOSS,NA,NA,https://civic.genome.wustl.edu/api/variants/555,555,9,22002902,22009362,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"A patient-derived xenograft (PDX) from a patient with cyclin-dependent kinase inhibitor 2A/B (CDKN2A/B) loss and FUS-ERG fusion positive Ewing's sarcoma was created. The PDX was treated in four cohorts (each N=6) with control, doxorubicin, CDK4/6 inhibitor palbociclib or IGF-1R inhibitor linsitinib. Both linsitinib and palbociclib cohorts were significantly more effective than control and doxorubicin. Doxorubicin was part of the patient's treatment (Neoadjuvant chemotherapy with DOX, vincristine, and cyclophosphamide) and was noted by authors as failing to control tumor growth.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,27286459,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/27286459' target='_blank'>Murakami et al., 2016, Oncotarget</a>",Ewing Sarcoma,3369,http://www.disease-ontology.org/?id=DOID:3369,"Linsitinib, Palbociclib",Substitutes,2
CDKN2B,1030,LOSS,NA,NA,https://civic.genome.wustl.edu/api/variants/555,555,9,22002902,22009362,NA,NA,GRCh37,Predictive,D: Preclinical evidence,"Preclinical study of CDK4/6 inhibitor PD-0332991 in 28 renal carcinoma cell lines (25 malignant RCC and three non-malignant, transformed cell lines derived from kidney epithelium). Both p15 and p16 loss (CGH) were tested for association with response to PD-0332991 using Fisher's exact test. Cell lines with p16 and p15 losses were significantly more likely to be classified as responders (defined by pharmacokinetic data-based concentration of <=400nM) to PD-0332991 (p=0.027, relative risk (RR)=2.06 and p=0.047, RR=1.71, respectively). Four cell lines had homozygous deletions of CDKN2A but not CDKN2B, and three of these lines were classified as being sensitive to PD-0332991. There were no cell lines with only CDKN2B deletion.",Supports,Sensitivity,Somatic Mutation,accepted,evidence,23898052,"<a href='http://www.ncbi.nlm.nih.gov/pubmed/23898052' target='_blank'>Logan et al., 2013, Anticancer Res.</a>",Renal Cell Carcinoma,4450,http://www.disease-ontology.org/?id=DOID:4450,Palbociclib (PD0332991),NA,3
